,visibility,windBearing,temperature,dewPoint,pressure,apparentTemperature,windSpeed,humidity,summary,av_kWh/hh
2013-10-19 14:00:00,12.09,200,16.58,14.48,1004.19,16.58,4.13,0.87,6,0.4209293824706566
2013-10-19 15:00:00,12.41,203,17.52,14.5,1004.15,17.52,5.02,0.82,8,0.42687627487011837
2013-10-19 16:00:00,12.13,197,16.29,13.54,1004.17,16.29,4.9,0.84,8,0.46948835882239726
2013-10-19 17:00:00,12.13,203,15.37,13.41,1004.68,15.37,4.48,0.88,6,0.5653278816240124
2013-10-19 18:00:00,12.13,208,14.87,13.02,1005.3,14.87,3.84,0.89,4,0.6297371561285359
2013-10-19 19:00:00,12.81,209,14.78,13.09,1005.8,14.78,3.84,0.9,4,0.5842638057533192
2013-10-19 20:00:00,13.0,214,14.64,12.9,1006.44,14.64,4.18,0.89,8,0.5382412929189917
2013-10-19 21:00:00,12.89,205,13.8,12.19,1006.73,13.8,3.15,0.9,8,0.4990748507600519
2013-10-19 22:00:00,13.74,184,13.49,12.49,1006.71,13.49,2.18,0.94,4,0.42559996145853385
2013-12-06 00:00:00,12.68,293,5.64,-0.89,1024.29,2.0,5.29,0.63,4,0.44432226558593646
2013-12-06 01:00:00,13.34,298,5.58,-0.76,1024.73,1.76,5.69,0.64,4,0.3410351559374997
2013-12-06 02:00:00,13.04,294,5.44,-0.82,1025.28,2.11,4.55,0.64,4,0.28724492199218565
2013-12-06 03:00:00,13.79,294,4.91,-0.93,1025.94,1.55,4.35,0.66,4,0.2605345702343746
2013-12-06 04:00:00,13.76,281,3.91,-1.08,1026.16,0.46,4.09,0.7,4,0.24787753916015562
2013-12-06 05:00:00,13.57,278,3.15,-1.37,1026.22,-0.76,4.6,0.72,4,0.2639968749023432
2013-12-06 06:00:00,13.81,276,2.81,-1.38,1026.51,-1.27,4.73,0.74,4,0.32581015624999954
2013-12-06 07:00:00,14.73,278,2.85,-1.56,1027.03,-1.12,4.57,0.73,8,0.43856796853515706
2013-12-06 08:00:00,13.57,279,2.73,-1.17,1027.54,-1.02,4.16,0.75,8,0.520665038867187
2013-12-06 09:00:00,13.18,276,3.34,-1.07,1028.11,-0.46,4.48,0.73,8,0.4970554684374986
2013-12-06 10:00:00,12.41,279,4.45,-0.88,1028.74,0.8,4.7,0.68,6,0.4792968752539072
2013-12-06 11:00:00,12.68,281,5.64,-0.24,1028.89,2.18,4.93,0.66,6,0.4595423830078123
2013-12-06 12:00:00,12.13,287,6.24,0.27,1028.85,2.98,4.79,0.66,6,0.45603535146484314
2013-12-06 13:00:00,12.13,296,7.46,0.43,1028.73,4.34,5.19,0.61,8,0.45788066419921875
2013-12-06 14:00:00,12.13,301,7.85,0.84,1028.73,4.83,5.18,0.61,8,0.44321191404296767
2013-12-06 15:00:00,12.13,298,7.47,0.94,1028.71,4.82,4.13,0.63,6,0.4572894531445314
2013-12-06 16:00:00,12.13,279,7.34,1.73,1028.71,5.47,2.79,0.67,6,0.5599630859960932
2013-12-06 17:00:00,10.32,262,7.54,2.39,1028.89,5.62,2.91,0.7,4,0.6735970702734375
2013-12-06 18:00:00,12.13,250,7.4,2.83,1028.86,5.59,2.7,0.73,6,0.7383255860351557
2013-12-06 19:00:00,12.13,239,7.42,3.26,1028.71,5.72,2.57,0.75,6,0.7479433595312482
2013-12-06 20:00:00,12.13,240,7.49,3.47,1028.69,5.61,2.85,0.76,6,0.7071082027539057
2013-12-06 21:00:00,12.38,251,7.37,3.97,1028.5,5.25,3.16,0.79,4,0.6569052733398443
2013-12-06 22:00:00,12.15,251,7.32,4.46,1028.35,5.33,2.95,0.82,4,0.5921626955468761
2013-12-06 23:00:00,11.36,248,6.83,4.55,1028.41,4.62,3.14,0.85,4,0.5038046875390616
2013-03-10 00:00:00,12.57,9,3.45,0.8,1004.97,0.33,3.43,0.83,6,0.4590307493463443
2013-03-10 01:00:00,12.07,12,2.97,0.64,1005.12,-0.24,3.41,0.85,7,0.37206094632664305
2013-03-10 02:00:00,11.52,14,2.89,0.54,1005.02,-0.46,3.59,0.85,6,0.3026753821211553
2013-03-10 03:00:00,11.33,17,2.48,0.43,1004.82,-0.85,3.44,0.86,6,0.2699386852881605
2013-03-10 04:00:00,11.43,19,2.41,0.49,1004.73,-1.06,3.61,0.87,6,0.25322610933529704
2013-03-10 05:00:00,10.86,22,2.39,0.48,1004.62,-1.09,3.62,0.87,6,0.2535846067759155
2013-03-10 06:00:00,11.57,26,2.38,0.48,1004.75,-1.31,3.93,0.87,6,0.28312410252255554
2013-03-10 07:00:00,11.23,32,2.41,0.47,1005.08,-1.28,3.93,0.87,6,0.3341968330141772
2013-03-10 08:00:00,10.69,35,2.43,0.53,1005.25,-1.38,4.13,0.87,6,0.43558700101270603
2013-03-10 09:00:00,10.36,43,2.8,0.61,1005.56,-1.41,4.98,0.85,6,0.5234529549622541
2013-03-10 10:00:00,11.62,44,2.97,0.67,1005.62,-1.58,5.77,0.85,6,0.5682596207512421
2013-03-10 11:00:00,12.18,48,3.37,0.51,1005.9,-1.34,6.4,0.82,6,0.580656232774811
2013-03-10 12:00:00,11.73,52,3.37,0.18,1006.05,-1.28,6.27,0.8,6,0.6049211932240844
2013-03-10 13:00:00,12.87,50,3.02,0.04,1006.11,-1.77,6.35,0.81,6,0.6314102371386503
2013-03-10 14:00:00,13.21,50,2.85,-0.02,1006.13,-2.04,6.48,0.81,6,0.6252410237709453
2013-03-10 15:00:00,13.07,47,2.78,-0.9,1006.4,-2.04,6.27,0.77,6,0.6212097216718836
2013-03-10 16:00:00,12.86,46,2.41,-0.94,1006.47,-2.59,6.43,0.79,6,0.6577116555698772
2013-03-10 17:00:00,13.07,45,2.24,-1.51,1006.68,-2.73,6.29,0.76,6,0.7054236789357397
2013-03-10 18:00:00,13.07,41,1.93,-1.67,1006.85,-3.01,6.0,0.77,6,0.7709443930767811
2013-03-10 19:00:00,13.07,42,1.76,-1.82,1007.1,-3.27,6.12,0.77,6,0.8217573184680533
2013-03-10 20:00:00,13.5,39,1.34,-2.22,1007.15,-3.5,5.49,0.77,6,0.7903321676486826
2013-03-10 21:00:00,13.47,42,1.32,-2.26,1007.34,-3.74,5.92,0.77,6,0.7359071995212653
2013-03-10 22:00:00,13.5,46,1.26,-2.21,1007.52,-3.76,5.79,0.78,6,0.66025483329037
2013-03-10 23:00:00,13.5,45,1.23,-2.21,1007.24,-4.03,6.3,0.78,6,0.5242739824157618
2013-02-16 00:00:00,13.29,222,6.11,2.18,1023.2,5.24,1.48,0.76,7,0.4493635697207517
2013-02-16 01:00:00,14.0,224,5.72,2.19,1023.07,5.72,1.19,0.78,8,0.35621116981200807
2013-02-16 02:00:00,13.36,242,5.26,2.17,1023.04,5.26,0.91,0.8,8,0.2975672568351877
2013-02-16 03:00:00,13.23,241,5.62,2.17,1022.96,5.62,1.27,0.78,8,0.2667368134331078
2013-02-16 04:00:00,13.15,229,5.23,2.13,1023.09,5.23,0.85,0.8,8,0.2566150757802515
2013-02-16 05:00:00,13.23,215,5.13,2.48,1023.21,5.13,0.67,0.83,8,0.2581524000912579
2013-02-16 06:00:00,13.37,220,4.7,2.56,1023.28,4.7,0.64,0.86,8,0.2900626026282165
2013-02-16 07:00:00,12.68,217,4.72,2.56,1023.45,4.72,0.57,0.86,6,0.3445723669830258
2013-02-16 08:00:00,12.13,231,4.74,2.59,1023.79,4.74,0.7,0.86,6,0.4394579305895228
2013-02-16 09:00:00,12.09,234,5.63,3.2,1024.08,5.63,0.63,0.84,6,0.4989067348056213
2013-02-16 10:00:00,12.21,211,7.46,2.72,1024.22,7.46,1.0,0.72,6,0.5143155686074099
2013-02-16 11:00:00,13.02,185,8.26,2.18,1024.47,8.26,1.24,0.66,6,0.5112639167366309
2013-02-16 12:00:00,13.08,198,9.15,1.65,1024.36,9.15,1.33,0.59,8,0.5194867674575644
2013-02-16 13:00:00,13.07,201,10.13,-0.94,1023.86,10.13,1.65,0.46,8,0.5172323416134332
2013-02-16 14:00:00,13.52,178,9.75,-1.15,1023.53,8.92,1.98,0.47,8,0.49783774429640454
2013-02-16 15:00:00,13.52,194,9.98,-1.19,1023.19,9.27,1.88,0.46,8,0.48722887408286203
2013-02-16 16:00:00,13.52,173,9.11,-1.06,1022.97,8.09,2.08,0.49,8,0.5001858002007663
2013-02-16 17:00:00,13.42,170,8.41,0.17,1022.9,7.46,1.86,0.56,8,0.6096070450629681
2013-02-16 18:00:00,12.91,157,7.6,0.05,1023.18,6.36,2.04,0.59,8,0.7376074102938478
2013-02-16 19:00:00,13.26,161,7.33,0.37,1023.38,6.18,1.9,0.61,8,0.7528992515970051
2013-02-16 20:00:00,13.04,156,6.79,0.54,1023.57,5.98,1.51,0.64,8,0.7030467236174496
2013-02-16 21:00:00,12.07,167,5.84,1.47,1023.83,5.84,1.21,0.73,8,0.6436265744296391
2013-02-16 22:00:00,11.86,155,4.75,1.73,1023.97,4.75,1.09,0.81,8,0.5803973353714181
2013-02-16 23:00:00,12.36,129,3.7,1.92,1023.88,3.7,0.88,0.88,8,0.49077295106771374
2013-07-06 23:00:00,7.4,96,18.11,15.09,1030.45,18.13,1.98,0.83,4,0.3262862517397016
2013-07-07 00:00:00,5.7,86,17.52,15.1,1030.66,17.56,1.69,0.86,4,0.2866525582957103
2013-07-07 01:00:00,5.15,77,16.53,14.58,1030.81,16.54,1.37,0.88,4,0.23441365690368637
2013-07-07 02:00:00,4.09,59,16.03,14.57,1030.86,16.07,0.97,0.91,4,0.20884612496237742
2013-07-07 03:00:00,3.78,62,15.83,14.34,1030.89,15.84,0.99,0.91,4,0.19875094048156502
2013-07-07 04:00:00,3.35,13,14.99,13.86,1030.86,14.99,0.69,0.93,4,0.200566591516177
2013-07-07 05:00:00,4.28,349,15.17,13.91,1031.03,15.17,0.54,0.92,4,0.21140933034236173
2013-07-07 06:00:00,5.76,352,16.66,14.93,1031.35,16.72,1.08,0.9,4,0.2543222347629798
2013-07-07 07:00:00,7.69,11,19.15,15.02,1031.72,19.15,0.91,0.77,4,0.31431057170805077
2013-07-07 08:00:00,10.81,40,21.67,14.63,1032.18,21.67,2.24,0.64,4,0.36698231753197885
2013-07-07 09:00:00,13.07,48,23.37,14.19,1031.92,23.37,3.18,0.56,4,0.39435553039879556
2013-07-07 10:00:00,14.1,52,24.81,14.1,1032.03,24.81,3.5,0.51,4,0.39142099305869044
2013-07-07 11:00:00,13.95,69,25.49,14.14,1032.0,25.49,3.05,0.5,8,0.3961299849134696
2013-07-07 12:00:00,13.53,66,26.78,12.74,1031.92,26.78,3.65,0.42,8,0.4033293827878097
2013-07-07 13:00:00,13.26,83,27.28,13.15,1031.71,27.28,4.08,0.42,8,0.39243453700150494
2013-07-07 14:00:00,14.89,84,26.98,13.21,1031.57,26.98,4.06,0.43,8,0.38103404817531944
2013-07-07 15:00:00,16.03,77,26.82,14.2,1031.42,27.03,4.19,0.46,8,0.3804841986832206
2013-07-07 16:00:00,15.69,77,26.27,14.22,1031.35,26.27,4.14,0.48,8,0.3908765988901435
2013-07-07 17:00:00,16.09,85,25.74,13.6,1031.24,25.74,4.46,0.47,8,0.4225933032167037
2013-07-07 18:00:00,15.29,84,24.15,13.24,1031.31,24.15,4.5,0.51,8,0.4319898418735895
2013-07-07 19:00:00,14.97,81,22.96,12.83,1031.82,22.96,3.71,0.53,8,0.4259563583145235
2013-07-07 20:00:00,15.82,75,21.58,13.14,1032.17,21.58,3.25,0.59,4,0.44487340099699085
2013-07-07 21:00:00,14.15,72,19.99,13.16,1032.87,19.99,3.0,0.65,4,0.4704140330323569
2013-07-07 22:00:00,14.39,69,19.11,13.36,1033.2,19.11,2.52,0.69,4,0.4048047402746432
2013-08-08 23:00:00,13.95,215,17.35,12.27,1019.93,17.35,3.39,0.72,8,0.2911791667613629
2013-08-09 00:00:00,12.86,210,16.97,12.75,1019.73,16.97,3.67,0.76,4,0.2531092802083334
2013-08-09 01:00:00,13.34,210,16.87,12.76,1019.24,16.87,3.82,0.77,4,0.2175365530681819
2013-08-09 02:00:00,13.0,211,16.92,12.64,1018.67,16.92,3.74,0.76,4,0.20182310609848422
2013-08-09 03:00:00,12.6,211,16.93,12.18,1018.14,16.93,4.12,0.74,4,0.1927422348295451
2013-08-09 04:00:00,11.94,200,16.96,12.28,1017.68,16.96,3.57,0.74,4,0.1973335227840903
2013-08-09 05:00:00,8.87,204,16.0,13.42,1017.42,16.0,3.69,0.85,4,0.22229204545454515
2013-08-09 06:00:00,8.13,208,15.68,14.46,1017.26,15.72,3.64,0.92,7,0.28561818183712107
2013-08-09 07:00:00,7.82,213,16.57,15.5,1017.54,16.72,3.55,0.93,7,0.32737613636363566
2013-08-09 08:00:00,11.02,226,17.18,16.56,1017.63,17.46,3.65,0.96,7,0.3376914772916657
2013-08-09 09:00:00,12.26,241,18.44,16.38,1017.79,18.63,3.79,0.88,6,0.3340115529734841
2013-08-09 10:00:00,11.59,258,19.62,15.72,1017.82,19.67,4.11,0.78,6,0.32947689409090886
2013-08-09 11:00:00,12.3,278,21.38,15.34,1018.05,21.38,3.89,0.69,6,0.33258712115530287
2013-08-09 12:00:00,11.7,291,21.49,14.13,1018.07,21.49,4.07,0.63,6,0.33449261357954524
2013-08-09 13:00:00,11.96,292,22.42,12.99,1018.27,22.42,4.64,0.55,8,0.3235642045075757
2013-08-09 14:00:00,12.41,290,23.85,12.2,1018.3,23.85,5.33,0.48,8,0.3132994318181804
2013-08-09 15:00:00,13.66,292,23.34,10.72,1018.47,23.34,5.32,0.45,6,0.3202530304924231
2013-08-09 16:00:00,15.11,297,23.23,9.45,1018.67,23.23,5.36,0.42,8,0.35808977261363556
2013-08-09 17:00:00,15.35,300,22.32,9.19,1019.04,22.32,5.2,0.43,6,0.40031723473484887
2013-08-09 18:00:00,14.16,304,21.33,9.46,1019.51,21.33,4.26,0.47,8,0.424068371174242
2013-08-09 19:00:00,13.73,310,20.16,9.97,1020.14,20.16,4.02,0.52,8,0.42692481071969657
2013-08-09 20:00:00,13.12,307,19.03,10.79,1020.66,19.03,3.19,0.59,4,0.4386691287689392
2013-08-09 21:00:00,13.73,310,18.81,10.24,1021.66,18.81,3.13,0.58,4,0.4290280303787881
2013-08-09 22:00:00,13.57,309,18.24,9.74,1022.05,18.24,3.04,0.58,4,0.3711034090719689
2013-05-19 23:00:00,8.75,303,11.38,8.94,1012.6,11.38,1.41,0.85,4,0.31139350988437076
2013-05-20 00:00:00,8.77,309,12.46,9.39,1012.22,12.46,2.36,0.82,4,0.26491251628427503
2013-05-20 01:00:00,7.69,313,12.57,9.22,1011.82,12.57,2.46,0.8,4,0.21945327369893583
2013-05-20 02:00:00,8.14,307,12.18,9.32,1011.45,12.18,2.96,0.83,4,0.20184256666666686
2013-05-20 03:00:00,7.85,305,11.8,9.32,1010.92,11.8,3.46,0.85,4,0.19412702861406417
2013-05-20 04:00:00,6.34,309,11.82,9.37,1010.6,11.82,3.44,0.85,4,0.20731673197164735
2013-05-20 05:00:00,6.34,314,12.21,9.78,1010.56,12.21,3.48,0.85,4,0.24867207614251027
2013-05-20 06:00:00,4.62,328,12.24,10.01,1010.55,12.24,3.55,0.86,7,0.35532363348255874
2013-05-20 07:00:00,4.01,338,12.27,10.87,1010.78,12.27,3.77,0.91,7,0.40814344325685514
2013-05-20 08:00:00,5.6,337,12.46,11.02,1010.81,12.46,4.39,0.91,7,0.3952214142324189
2013-05-20 09:00:00,6.52,343,12.98,11.07,1010.75,12.98,4.46,0.88,7,0.38197369886215166
2013-05-20 10:00:00,7.56,348,13.44,11.52,1010.9,13.44,4.72,0.88,7,0.37308860277933126
2013-05-20 11:00:00,6.9,346,13.6,11.52,1010.88,13.6,4.76,0.87,7,0.37620947567617935
2013-05-20 12:00:00,6.86,347,14.19,12.16,1010.84,14.19,4.8,0.88,7,0.3757216937138584
2013-05-20 13:00:00,7.63,344,15.16,12.29,1010.99,15.16,4.74,0.83,7,0.36915034493564575
2013-05-20 14:00:00,8.21,346,15.79,12.75,1011.22,15.79,4.8,0.82,6,0.3575153889386299
2013-05-20 15:00:00,8.71,344,16.29,12.81,1011.22,16.29,4.79,0.8,6,0.39164353661630164
2013-05-20 16:00:00,8.87,350,16.32,13.18,1011.31,16.32,4.29,0.82,7,0.4522544300503627
2013-05-20 17:00:00,8.32,345,16.73,13.23,1011.56,16.73,3.75,0.8,7,0.5178494685692973
2013-05-20 18:00:00,7.79,344,16.77,13.58,1011.74,16.77,3.84,0.81,7,0.5585314304607333
2013-05-20 19:00:00,7.4,337,16.71,13.28,1011.81,16.71,3.2,0.8,7,0.5502768138966612
2013-05-20 20:00:00,6.94,330,16.87,13.61,1012.22,16.87,4.05,0.81,7,0.5560820743704532
2013-05-20 21:00:00,7.66,338,16.69,13.2,1012.51,16.69,4.36,0.8,4,0.5173044209475854
2013-05-20 22:00:00,7.84,338,16.65,12.75,1012.61,16.65,3.81,0.78,4,0.4132436113598213
2013-07-03 23:00:00,13.86,254,14.98,12.03,1016.64,14.98,3.03,0.83,4,0.30909469345584006
2013-07-04 00:00:00,13.13,241,14.34,11.36,1016.91,14.34,2.65,0.82,4,0.2650836773170726
2013-07-04 01:00:00,13.28,233,13.39,11.29,1017.22,13.39,2.52,0.87,4,0.21481013131332036
2013-07-04 02:00:00,11.65,231,12.83,10.94,1017.18,12.83,2.33,0.88,4,0.2003330206003748
2013-07-04 03:00:00,11.06,240,12.48,11.01,1017.36,12.48,3.37,0.91,4,0.1918208254784236
2013-07-04 04:00:00,9.06,226,12.97,11.54,1017.51,12.97,3.06,0.91,4,0.1988093808442771
2013-07-04 05:00:00,9.5,228,13.2,12.08,1017.64,13.2,3.16,0.93,4,0.23554896816135015
2013-07-04 06:00:00,7.5,218,13.86,12.72,1017.89,13.86,3.39,0.93,7,0.31614859285178265
2013-07-04 07:00:00,9.75,213,15.29,13.64,1017.86,15.29,3.96,0.9,7,0.3651414635459653
2013-07-04 08:00:00,11.33,226,16.69,13.74,1018.22,16.69,4.45,0.83,6,0.3458703565290803
2013-07-04 09:00:00,12.26,240,17.6,13.88,1018.91,17.6,5.42,0.79,6,0.3454461537711064
2013-07-04 10:00:00,12.26,240,18.52,14.38,1019.0,18.52,5.06,0.77,6,0.33094577864915514
2013-07-04 11:00:00,12.26,240,20.41,14.84,1019.28,20.41,5.67,0.7,6,0.3342018761163229
2013-07-04 12:00:00,12.26,241,21.48,14.44,1019.42,21.48,6.07,0.64,6,0.3342981239024384
2013-07-04 13:00:00,12.26,238,21.6,15.04,1019.62,21.6,5.82,0.66,6,0.32241688544089997
2013-07-04 14:00:00,11.88,243,21.64,15.03,1019.86,21.64,5.45,0.66,6,0.32094390238273873
2013-07-04 15:00:00,12.26,243,22.43,15.97,1020.19,22.47,5.7,0.67,6,0.34334033752345205
2013-07-04 16:00:00,12.36,244,22.89,15.12,1020.26,22.89,4.66,0.62,8,0.37990506585365846
2013-07-04 17:00:00,12.26,246,22.51,14.77,1020.57,22.51,4.8,0.62,8,0.41438592868667956
2013-07-04 18:00:00,12.26,248,22.28,14.93,1021.12,22.28,4.12,0.63,8,0.4420285178986872
2013-07-04 19:00:00,12.68,246,21.5,13.81,1021.78,21.5,3.79,0.62,8,0.43600281410881814
2013-07-04 20:00:00,14.16,260,19.81,12.54,1022.51,19.81,2.93,0.63,8,0.45167185739211996
2013-07-04 21:00:00,13.9,267,17.95,12.38,1023.6,17.95,3.25,0.7,8,0.4775168854784234
2013-07-04 22:00:00,12.86,272,17.1,12.1,1024.3,17.1,2.9,0.72,4,0.41316679174484106
2013-03-11 00:00:00,13.08,46,1.22,-2.26,1007.16,-4.11,6.46,0.78,6,0.4498219483336386
2013-03-11 01:00:00,13.45,48,0.85,-2.71,1007.09,-4.78,6.9,0.77,8,0.358494752273982
2013-03-11 02:00:00,12.55,46,0.31,-2.74,1007.02,-5.41,6.74,0.8,8,0.31272767446142463
2013-03-11 03:00:00,11.18,48,0.22,-2.88,1006.79,-5.56,6.84,0.8,6,0.2843588656600984
2013-03-11 04:00:00,13.18,45,0.17,-3.37,1006.68,-5.76,7.15,0.77,3,0.2756065180261443
2013-03-11 05:00:00,12.38,48,-0.23,-3.75,1006.76,-6.27,7.13,0.77,6,0.2880416130362728
2013-03-11 06:00:00,10.67,51,-0.27,-3.47,1006.78,-6.52,7.61,0.79,1,0.3514339898545381
2013-03-11 07:00:00,9.29,51,-0.33,-4.2,1006.92,-6.69,7.81,0.75,1,0.4789845332535444
2013-03-11 08:00:00,10.15,51,-0.4,-4.37,1007.15,-6.92,8.17,0.75,3,0.5448508564168655
2013-03-11 09:00:00,9.01,49,-0.02,-4.83,1007.4,-6.57,8.55,0.7,3,0.5246426076229053
2013-03-11 10:00:00,10.67,53,0.04,-4.28,1007.57,-6.46,8.49,0.73,1,0.5203958756766714
2013-03-11 11:00:00,7.29,53,-0.71,-4.26,1007.72,-7.59,8.91,0.77,1,0.5247217820290929
2013-03-11 12:00:00,8.18,54,-0.27,-4.18,1007.85,-7.09,9.13,0.75,1,0.537244338243418
2013-03-11 13:00:00,9.96,55,0.01,-4.78,1007.74,-6.73,9.1,0.7,3,0.5533389799668574
2013-03-11 14:00:00,10.83,52,-0.27,-6.06,1007.53,-7.06,9.01,0.65,3,0.5518372303074943
2013-03-11 15:00:00,11.68,49,-0.04,-5.87,1007.16,-6.76,9.05,0.65,1,0.5370346162585167
2013-03-11 16:00:00,10.81,49,-0.48,-5.54,1006.93,-7.41,9.23,0.69,1,0.5909173262014362
2013-03-11 17:00:00,11.01,43,-0.52,-6.72,1006.85,-7.41,9.1,0.63,3,0.6862979189467872
2013-03-11 18:00:00,10.64,41,-0.52,-5.96,1007.03,-7.27,8.69,0.67,3,0.8100791748849198
2013-03-11 19:00:00,11.12,42,-0.93,-5.83,1007.45,-7.74,8.53,0.69,3,0.895359049696188
2013-03-11 20:00:00,9.99,41,-1.02,-5.74,1007.65,-7.97,8.8,0.7,3,0.8635973116921378
2013-03-11 21:00:00,10.32,41,-1.38,-5.91,1007.63,-8.33,8.54,0.71,3,0.8208422022463615
2013-03-11 22:00:00,11.02,39,-1.46,-6.27,1007.71,-8.34,8.3,0.7,3,0.7248762663781985
2013-03-11 23:00:00,11.35,40,-1.57,-6.2,1007.73,-8.57,8.49,0.71,3,0.572558829092248
2013-03-30 00:00:00,13.92,36,0.94,-2.83,1009.32,-2.55,3.21,0.76,7,0.47610517576709777
2013-03-30 01:00:00,13.45,35,1.27,-2.41,1008.97,-2.22,3.31,0.76,7,0.3822353047319773
2013-03-30 02:00:00,13.13,30,1.26,-2.37,1008.86,-2.31,3.4,0.77,7,0.32008576707948133
2013-03-30 03:00:00,13.82,33,1.28,-2.35,1008.99,-2.34,3.47,0.77,6,0.29195767073937173
2013-03-30 04:00:00,13.15,33,1.27,-2.34,1009.17,-2.17,3.24,0.77,6,0.2777780035489822
2013-03-30 05:00:00,13.5,31,1.27,-2.34,1009.58,-2.14,3.21,0.77,7,0.28179463961182993
2013-03-30 06:00:00,13.31,29,1.25,-2.34,1009.79,-2.43,3.54,0.77,6,0.3118720886136774
2013-03-30 07:00:00,13.84,31,1.27,-2.36,1010.03,-2.65,3.89,0.77,6,0.3616935305914968
2013-03-30 08:00:00,13.66,31,1.93,-2.34,1010.22,-2.06,4.23,0.73,6,0.4443859519038815
2013-03-30 09:00:00,13.49,39,2.92,-2.72,1010.49,-1.37,5.2,0.66,8,0.48950998179297656
2013-03-30 10:00:00,13.52,50,4.2,-3.11,1010.63,0.08,5.54,0.59,6,0.5162567468391847
2013-03-30 11:00:00,13.52,49,4.33,-3.16,1010.93,0.32,5.38,0.58,6,0.5321602585212571
2013-03-30 12:00:00,12.89,46,4.47,-2.89,1011.12,0.92,4.5,0.59,6,0.5383268019593335
2013-03-30 13:00:00,13.52,48,4.14,-2.97,1011.4,0.51,4.52,0.6,6,0.5360443624029584
2013-03-30 14:00:00,12.87,45,4.15,-2.26,1011.53,0.52,4.53,0.63,8,0.5241365989648787
2013-03-30 15:00:00,13.07,47,4.87,-2.48,1011.65,1.53,4.3,0.59,6,0.5188001848983371
2013-03-30 16:00:00,13.52,53,4.36,-1.06,1011.99,0.79,4.48,0.68,8,0.5318303146210717
2013-03-30 17:00:00,12.12,59,4.09,-1.42,1012.51,1.01,3.57,0.67,8,0.577106099741221
2013-03-30 18:00:00,13.16,52,3.62,-1.72,1013.04,0.75,3.13,0.68,8,0.6670336416635871
2013-03-30 19:00:00,11.96,54,2.67,-2.64,1013.73,0.34,2.29,0.68,8,0.7343645097042505
2013-03-30 20:00:00,13.74,47,2.64,-2.85,1014.36,0.14,2.47,0.67,8,0.700234381053605
2013-03-30 21:00:00,12.84,34,2.42,-2.33,1014.77,-0.05,2.4,0.71,8,0.6434048056931606
2013-03-30 22:00:00,11.1,29,2.14,-3.06,1014.83,-0.01,2.05,0.68,8,0.5940367837338261
2013-03-30 23:00:00,11.35,26,1.33,-2.94,1015.24,-0.82,1.92,0.73,4,0.5049619221811451
2013-04-15 23:00:00,12.6,178,10.11,6.51,1015.85,10.11,3.38,0.78,4,0.3247166697385499
2013-04-16 00:00:00,12.6,181,9.97,6.54,1015.61,8.18,3.54,0.79,4,0.2955428413390205
2013-04-16 01:00:00,12.94,183,9.63,6.54,1015.19,7.49,4.13,0.81,8,0.2440613871847171
2013-04-16 02:00:00,13.08,195,9.76,6.56,1014.32,7.26,5.07,0.8,4,0.21989298954005942
2013-04-16 03:00:00,13.02,199,10.28,6.61,1013.77,10.28,5.1,0.78,4,0.20893453265949566
2013-04-16 04:00:00,12.01,203,10.71,7.16,1013.36,10.71,6.06,0.79,6,0.22088223290059253
2013-04-16 05:00:00,9.67,205,10.55,7.79,1013.3,10.55,6.62,0.83,6,0.27899795992210585
2013-04-16 06:00:00,9.87,211,10.29,8.26,1013.41,10.29,6.57,0.87,6,0.38650352375741853
2013-04-16 07:00:00,10.88,218,10.51,8.59,1013.74,10.51,6.63,0.88,6,0.4440469213093477
2013-04-16 08:00:00,12.75,222,11.58,8.32,1013.98,11.58,6.88,0.8,8,0.41667229204376743
2013-04-16 09:00:00,13.26,228,12.92,8.22,1014.38,12.92,7.31,0.73,8,0.3942672476446585
2013-04-16 10:00:00,13.39,227,14.28,7.83,1014.8,14.28,7.73,0.65,8,0.3748442136498524
2013-04-16 11:00:00,13.07,234,14.48,7.38,1015.02,14.48,7.14,0.62,8,0.3774133899480701
2013-04-16 12:00:00,13.07,230,14.54,6.94,1015.27,14.54,8.15,0.6,8,0.3682781897626106
2013-04-16 13:00:00,13.34,228,15.18,5.75,1015.59,15.18,7.64,0.53,8,0.3512835682307123
2013-04-16 14:00:00,13.07,230,16.13,5.03,1015.66,16.13,7.59,0.48,8,0.34283067501854503
2013-04-16 15:00:00,13.39,234,16.55,5.77,1015.69,16.55,7.33,0.49,8,0.37208382793026734
2013-04-16 16:00:00,13.07,230,16.17,5.23,1016.02,16.17,7.21,0.48,8,0.42115968100890155
2013-04-16 17:00:00,13.42,229,15.18,5.31,1016.54,15.18,6.71,0.52,8,0.4777629820845687
2013-04-16 18:00:00,12.73,223,14.02,6.38,1016.72,14.02,6.2,0.6,8,0.5324428785422847
2013-04-16 19:00:00,12.39,224,12.78,6.62,1017.59,12.78,4.91,0.66,8,0.5673043395771504
2013-04-16 20:00:00,12.33,221,11.72,6.69,1018.3,11.72,4.14,0.71,8,0.6008327151335304
2013-04-16 21:00:00,12.3,209,11.11,6.54,1018.7,11.11,3.67,0.73,4,0.5487129078449559
2013-04-16 22:00:00,12.25,215,10.69,7.22,1019.21,10.69,3.43,0.79,4,0.4359899852930262
2013-11-25 00:00:00,12.86,345,5.39,2.24,1035.39,2.95,3.04,0.8,4,0.41472693631763236
